question,mean_meta,std_meta,min_meta,p25_meta,p50_meta,p75_meta,max_meta,mean_conf,std_conf,min_conf,p25_conf,p50_conf,p75_conf,max_conf,skew_own,skew_meta,skew_conf,skew_row_average,skew_row_skew
Mount Kilimanjaro is higher than Denali,0.5794871794871798,0.16036059231666336,0.21999999999999986,0.5,0.5,0.6999999999999995,0.8999999999999994,0.6487179487179484,0.13740411943528755,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-0.8670439889603676,-0.19835395630058184,0.5734873811985038,2.8255397440936885,1.2289433670195156
Napoleon Bonaparte's first wife was a widow,0.5338461538461535,0.13291499825502606,0.24000000000000016,0.5,0.5,0.5850000000000005,0.8999999999999994,0.5948717948717952,0.12554872811344678,0.5,0.5,0.5,0.6999999999999995,1.0,-0.26900266402535017,0.4906939389960204,1.3626962692840432,2.9487250369649622,0.12451581438602712
Nebraska,0.6278787878787885,0.2187715357364501,0.15000000000000002,0.5,0.66,0.8000000000000004,1.0,0.7772727272727272,0.19125037136030504,0.5,0.6000000000000001,0.8000000000000004,1.0,1.0,-0.7412338898758746,-0.3919021034120954,-0.22676030469951233,2.8661966894986546,1.138912827685051
Nero was the first Roman Emperor,0.6023076923076925,0.18662460968283684,0.25,0.5,0.5500000000000004,0.7199999999999996,1.0,0.674358974358974,0.1727760167292181,0.5,0.5,0.6999999999999995,0.8000000000000005,1.0,0.4935300906010768,0.40443809166826267,0.483576450959259,3.029096588860724,0.1857228224600149
Nevada,0.5696969696969699,0.297652112881851,0.14000000000000004,0.25,0.6000000000000001,0.8500000000000004,1.0,0.8587878787878791,0.18367358233694042,0.5,0.8000000000000004,0.9899999999999994,1.0,1.0,0.7412338898758751,-0.10323535269417017,-0.9454896903119951,3.3340211457023385,0.08034089052672683
New_Hampshire,0.6315151515151516,0.18299797150722075,0.2000000000000001,0.5,0.6000000000000001,0.6999999999999996,1.0,0.7469696969696965,0.19315610345787765,0.5,0.6000000000000001,0.6999999999999996,1.0,1.0,-0.06356028168669535,-0.08471469939876035,0.12068623832086087,2.918859244970231,0.6888379139866717
New_Jersey,0.6260606060606062,0.18584165628868368,0.25,0.5,0.6199999999999999,0.8000000000000004,0.9899999999999994,0.833333333333333,0.19025750094718133,0.5,0.6999999999999996,0.8999999999999995,1.0,1.0,-0.19138576740891994,-0.2922829175754604,-0.5774929221154735,3.01260409488316,0.5273841963681123
New_Mexico,0.5787878787878785,0.21327443552494704,0.10000000000000005,0.4000000000000002,0.6000000000000001,0.75,0.8999999999999995,0.7718181818181822,0.1948309290361542,0.5,0.6000000000000001,0.7699999999999997,1.0,1.0,-0.5943092698674104,-0.6081829816931343,-0.09487284008071663,2.9812222075063293,0.810055258333274
New_York,0.6957575757575755,0.32908994119228135,0.0,0.5,0.8500000000000004,0.9499999999999995,1.0,0.9936363636363632,0.034804649637133776,0.8000000000000004,1.0,1.0,1.0,1.0,1.0698789646307743,-0.9282442245429932,-5.722370581688039,3.236874658565956,0.48223176934281226
Nigeria is the country with most indigenous languages,0.4820512820512818,0.1504236033966724,0.0,0.5,0.5,0.5,0.8000000000000005,0.5974358974358972,0.11807040604116696,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-0.4935300906010768,-1.3425956555824146,1.3663008265258372,3.037124439101145,2.164190295062171
North_Carolina,0.6327272727272727,0.20075284442680894,0.10000000000000005,0.5,0.6499999999999998,0.8000000000000004,0.9800000000000003,0.7842424242424247,0.21229446387962977,0.5,0.5500000000000003,0.8999999999999995,1.0,1.0,-0.3213656478302573,-0.5287569011730242,-0.2581627948893735,2.9275299203427205,1.15522022837608
North_Dakota,0.5730303030303029,0.19471910615815355,0.2000000000000001,0.44999999999999973,0.5,0.75,0.9499999999999995,0.6921212121212118,0.19819115734180678,0.5,0.5,0.6000000000000001,0.8000000000000004,1.0,0.4550735891084457,0.07819047787825775,0.544545821721241,3.1231710367445085,0.3469417337732869
Norway separated from Sweden in the 20th Century,0.5258974358974356,0.1726986719955941,0.050000000000000044,0.5,0.5,0.6499999999999996,0.8000000000000005,0.6435897435897432,0.1447227327192311,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-0.611759948665141,-1.008567028705568,0.6560449811413268,2.9441863820378553,1.978056704743699
"Of all the American state flags, Indiana's has the most stars.",0.5500000000000004,0.15644067313370363,0.13999999999999999,0.5,0.5,0.6050000000000003,1.0,0.6230769230769228,0.15804985632711044,0.5,0.5,0.5,0.75,1.0,0.37966145557153785,0.49880891062764976,0.9049587724560474,3.069438164552423,0.5560153838458829
Ohio,0.6569696969696966,0.21982215607856784,0.10000000000000005,0.6000000000000001,0.6999999999999996,0.8000000000000004,0.9499999999999995,0.8051515151515148,0.18114430042305388,0.5,0.6000000000000001,0.8000000000000004,1.0,1.0,-1.4763460697204374,-0.9956660541639365,-0.2560980543293034,2.679359640961765,2.0468849736222623
Oklahoma,0.7760606060606062,0.1887945211390447,0.10000000000000005,0.6999999999999996,0.8000000000000004,0.8999999999999995,1.0,0.8096969696969696,0.1916455851383754,0.5,0.6000000000000001,0.8000000000000004,1.0,1.0,-2.4332194498584396,-1.9473678246345039,-0.437746347756311,2.535324945989046,2.947008183769824
Oregon,0.663939393939394,0.2384840061977347,0.2000000000000001,0.5,0.75,0.8500000000000004,0.9600000000000006,0.7772727272727273,0.17901244243195644,0.5,0.6000000000000001,0.8000000000000004,0.8999999999999995,1.0,-0.8985654162419018,-0.7591296700197452,-0.1729274205585221,2.8478584731104157,1.1068362853470906
Paraguay is a landlocked country.,0.534615384615385,0.1473957464544838,0.10000000000000006,0.5,0.5,0.6000000000000003,0.95,0.6256410256410259,0.14817832201341022,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-1.0078500945374314,0.004012357688393029,1.0159204281467664,2.8536135907467575,0.20256104191412413
Part of the Andes mountain range is in Brazil.,0.575641025641026,0.14228945427866527,0.25,0.5,0.5500000000000004,0.6900000000000003,0.9899999999999998,0.6615384615384619,0.1369121589606089,0.5,0.6000000000000003,0.6000000000000003,0.6999999999999995,1.0,-0.7357112210170913,0.4709815532887815,0.8150275474490343,2.839538182434395,0.40740816336224267
Pennsylvania,0.6621212121212126,0.27407523574464876,0.10000000000000005,0.4000000000000002,0.8000000000000004,0.8999999999999995,0.9499999999999995,0.9145454545454542,0.12480211609511342,0.6000000000000001,0.8000000000000004,1.0,1.0,1.0,-0.7412338898758751,-0.9768823977825295,-1.3281492739799823,2.9169417704148843,1.0292893634401497
Portuguese is the official language of Mozambique,0.5799999999999995,0.1775268697231047,0.25,0.5,0.5,0.6999999999999995,0.95,0.6487179487179484,0.17148238343124492,0.5,0.5,0.6000000000000003,0.75,1.0,0.3796614555715379,0.28741225611215876,0.8975710127258844,3.0267113968886155,-0.38369857157412257
Red is higher frequency light than Blue,0.5799999999999995,0.21855987978728292,0.10000000000000006,0.5,0.5500000000000004,0.7250000000000004,1.0,0.6999999999999995,0.1747178176073456,0.5,0.5500000000000004,0.6999999999999995,0.8999999999999994,1.0,-0.4935300906010768,-0.0919484598305157,0.4056601062951656,2.9512057791027755,1.4054411323757985
Rhode_Island,0.7687878787878791,0.20731554415548484,0.0,0.6999999999999996,0.8000000000000004,0.8999999999999995,1.0,0.8924242424242417,0.1358544787408181,0.5500000000000003,0.8000000000000004,1.0,1.0,1.0,-3.8607565632454914,-2.3130120112588686,-1.0141179997340855,2.486555680040368,3.7308920464531785
Schuyler Colfax was Abraham Lincoln's Vice President,0.5510256410256412,0.2047308229152414,0.0,0.5,0.5,0.6999999999999995,0.95,0.6641025641025637,0.16461626748158323,0.5,0.5,0.6000000000000003,0.8000000000000005,1.0,1.1608523362797603,-0.17711420445152723,0.4644927735399166,3.1562738765259146,1.104365351861403
Shanghai has a greater population than Beijing,0.5412820512820516,0.13594076665146027,0.10000000000000006,0.5,0.5,0.6000000000000003,0.9799999999999998,0.6435897435897433,0.13916077751040673,0.5,0.5,0.6000000000000003,0.8000000000000005,1.0,-0.16054535047329546,0.17116626302975993,0.5716264414363162,2.921815555625642,0.01673424649528055
Sir Winston churchil was a Labour Prime Minister,0.6053846153846153,0.13546889629117145,0.3399999999999999,0.5,0.6000000000000003,0.6999999999999995,0.8599999999999997,0.6717948717948722,0.14317585423585685,0.5,0.6000000000000003,0.6999999999999995,0.75,1.0,-1.0078500945374314,0.2711200939590787,0.6406556523612287,2.784882483526147,0.01007760067977735
Socrates was sentenced to death,0.5815384615384611,0.18067910579603558,0.10000000000000006,0.5,0.6000000000000003,0.7250000000000004,0.8999999999999994,0.6974358974358977,0.15301733559715497,0.5,0.5,0.6999999999999995,0.8000000000000005,1.0,-0.611759948665141,-0.6239921950034245,0.1381560830340396,2.8118792046378798,-0.05043669088170483
South_Carolina,0.6130303030303031,0.1583012327906207,0.2000000000000001,0.5,0.6000000000000001,0.6999999999999996,0.9899999999999994,0.7351515151515148,0.20500184773742294,0.5,0.5,0.6999999999999996,1.0,1.0,-0.5943092698674096,-0.2248836072940208,0.19632510392035388,2.8892193298394733,1.0104276833852557
South_Dakota,0.608787878787879,0.17083906124913253,0.30000000000000004,0.5,0.6000000000000001,0.6999999999999996,0.9899999999999994,0.7390909090909087,0.20780645497017833,0.5,0.5,0.6999999999999996,1.0,1.0,-0.06356028168669535,0.4747377500492166,0.11022373515951735,2.955311428864205,0.46788031766927857
Stephenson's Rocket was the first steam locomotive,0.5187179487179491,0.15084288597183865,0.10000000000000006,0.5,0.5,0.6000000000000003,0.8500000000000005,0.6076923076923075,0.12436071342885754,0.5,0.5,0.6000000000000003,0.6999999999999995,0.8999999999999994,0.6117599486651398,-0.17789033697267723,0.9723423067385516,3.048450903669875,1.08572877723505
Tennessee,0.6124242424242429,0.24151902491095695,0.07000000000000002,0.5,0.6000000000000001,0.8000000000000004,1.0,0.6996969696969694,0.18047653671053845,0.5,0.6000000000000001,0.6499999999999998,0.8000000000000004,1.0,-0.8985654162419019,-0.3831131064417951,0.6972376758412958,2.853982413679826,1.2064431687097106
Texas,0.6166666666666668,0.2579809424485975,0.15000000000000002,0.4000000000000002,0.6999999999999996,0.8599999999999997,1.0,0.8609090909090905,0.1669648847131419,0.5,0.75,1.0,1.0,1.0,0.5943092698674096,-0.2292911370915644,-0.6593579230974992,3.153667034701059,0.25040750154715935
The Berlin Wall was constructed by East Germany,0.638974358974359,0.18342924739234046,0.20000000000000012,0.5,0.6700000000000007,0.75,0.9699999999999994,0.7128205128205131,0.15590058772295134,0.5,0.6000000000000003,0.6999999999999995,0.8000000000000005,1.0,-1.9964275152283046,-0.3893152279142221,0.30302979361857524,2.6980194783534617,1.881492310892674
The Crimean War was fought before the Boer Wars,0.5169230769230768,0.1342259259244777,0.0,0.5,0.5,0.5549999999999998,0.8000000000000005,0.5820512820512819,0.13547537137174812,0.5,0.5,0.5,0.6000000000000003,1.0,-0.16054535047329546,-1.260700692989971,1.6820591164169356,2.9926924969738056,2.5369727133067626
The Empire State Building has its own zip code.,0.5928205128205128,0.2088936863567927,0.0,0.5,0.6000000000000003,0.6999999999999995,0.95,0.6871794871794875,0.14721893324227428,0.5,0.6000000000000003,0.6999999999999995,0.8000000000000005,1.0,0.05337410177873349,-0.4924341751147392,0.44126438346676394,2.981601900812691,0.6633509458958071
The Faroe Islands are an Icelandic territory.,0.5071794871794872,0.15101322211105117,0.0,0.5,0.5,0.59,0.8999999999999994,0.5769230769230768,0.1202224658520468,0.5,0.5,0.5,0.6000000000000003,1.0,-0.26900266402535017,-0.7826275577112591,1.7161008588529119,2.982422409811931,1.5646478359430207
The Indian Ocean is the third largest ocean in the world,0.5994871794871797,0.16498721988701376,0.0,0.5,0.6000000000000003,0.7100000000000006,0.95,0.6948717948717944,0.1555105647937885,0.5,0.6000000000000003,0.6999999999999995,0.8000000000000005,1.0,-0.8670439889603682,-0.9031394888181654,0.2665800925349819,2.782340857314579,2.1834853924311366
The Iron Age comes after the Bronze Age,0.6397435897435895,0.18706158821835833,0.050000000000000044,0.5199999999999997,0.6499999999999996,0.75,1.0,0.7461538461538455,0.1635883052153755,0.5,0.6000000000000003,0.8000000000000005,0.8999999999999994,1.0,-0.8670439889603676,-0.6684904839671236,-0.08008239827620668,2.7593587584392165,1.8434815825172843
The Magna Carta was signed in Rome,0.5748717948717955,0.180407022194869,0.20000000000000012,0.5,0.6000000000000003,0.7049999999999993,0.8999999999999994,0.7128205128205131,0.17944283238532238,0.5,0.5,0.6999999999999995,0.8999999999999994,1.0,0.7357112210170919,-0.22480777997183507,0.17213569321632244,3.0982671697952076,0.8586301672156476
The Nile River is more than double the length of the Volga,0.5848717948717949,0.1991940576538074,0.0,0.5,0.5599999999999999,0.7600000000000007,0.8999999999999994,0.6358974358974363,0.13666551462599932,0.5,0.5,0.6000000000000003,0.6999999999999995,0.8999999999999994,-1.9964275152283046,-0.7511404912267741,0.6059555882409667,2.7557936184118828,2.3061231606493533
The Rosetta Stone contains an Ancient Greek section,0.5430769230769232,0.16139447988593597,0.20000000000000012,0.5,0.5,0.6149999999999997,0.8999999999999994,0.6307692307692312,0.13983796290866565,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-0.611759948665141,0.15946057681653483,0.9359978375365748,2.9177921795389317,1.010695262654084
The Rub' al Khali is the longest river in Saudi Arabia.,0.5261538461538463,0.15678707291998867,0.010000000000000009,0.5,0.5,0.5700000000000002,0.95,0.5923076923076921,0.13452570755027768,0.5,0.5,0.5,0.6999999999999995,1.0,-0.16054535047329546,-0.47183524113685466,1.3089904866627167,3.003657429537626,1.7454799459497978
The Russian Cyrillic alphabet contains 29 letters,0.5310526315789478,0.15526419461042118,0.24000000000000016,0.5,0.5,0.6000000000000003,0.8999999999999994,0.5868421052631579,0.11191466979072483,0.5,0.5,0.5500000000000004,0.6000000000000003,0.8999999999999994,-1.289436327715925,-0.003649029339196131,1.37134305582235,2.9145532641688576,0.9724818525839473
The Sahara Desert has a greater area than USA,0.5233333333333333,0.18106895071292778,0.0,0.5,0.5,0.6299999999999999,0.8500000000000005,0.6897435897435893,0.15007870180056554,0.5,0.6000000000000003,0.6999999999999995,0.8000000000000005,1.0,0.16054535047329546,-0.8813468168456967,0.4297994854156092,3.0821016574934847,1.4103581834026921
The White House was built before Big Ben,0.5615384615384614,0.19428056843455815,0.0,0.5,0.5,0.625,0.95,0.6538461538461535,0.15533690693415544,0.5,0.5,0.6000000000000003,0.8000000000000005,1.0,0.37966145557153785,-0.4137945691820967,0.6127007592147263,3.0406118723364095,1.957754984194649
The aorta is a vein,0.6069230769230775,0.18685983835560643,0.30000000000000016,0.5,0.6000000000000003,0.7250000000000004,0.9699999999999994,0.7333333333333341,0.17065405655167962,0.5,0.6000000000000003,0.6999999999999995,0.8999999999999994,1.0,-0.37966145557153785,0.09811709752797661,0.11658556389397304,2.924980715583673,0.7075372649435148
The chemical symbol for Tin is Sn,0.6079487179487183,0.1259109854155431,0.40000000000000024,0.5,0.6000000000000003,0.6649999999999994,0.8999999999999994,0.6717948717948722,0.1571936752924774,0.5,0.5,0.6999999999999995,0.8000000000000005,1.0,-0.6117599486651409,0.8291387990397145,0.5807745080886296,2.7921622314486823,-0.15350673610956042
The currency of Switzerland is the Euro,0.5561538461538466,0.2361936692477436,0.0,0.47000000000000003,0.6000000000000003,0.75,0.8999999999999994,0.7384615384615392,0.1479960607857426,0.5,0.6000000000000003,0.6999999999999995,0.8999999999999994,1.0,-0.49353009060107694,-0.6347579126352655,0.16040846645499143,2.9894366500217915,1.1149966649009546
The dot above an 'i' or 'j' is called a 'tittle',0.5399999999999995,0.17864990756696228,0.0,0.5,0.5,0.625,0.8999999999999994,0.6435897435897433,0.15007870180056554,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-0.611759948665141,-0.676955859295643,0.8193089781482213,2.9142688495712585,1.1600832623940318
The island of Borneo is occupied by three countries,0.5402564102564104,0.1549445941633938,0.20000000000000012,0.5,0.5,0.625,1.0,0.5974358974358972,0.13857769906252196,0.5,0.5,0.5,0.6499999999999996,1.0,-0.053374101778733425,0.3188302964952446,1.5490276693688398,2.9894404636085774,1.3856125230094922
The longest bone in the human body is the femur,0.6769230769230773,0.19143713886717964,0.10000000000000006,0.5100000000000002,0.6299999999999999,0.8000000000000005,1.0,0.771794871794871,0.16693635400594717,0.5,0.6000000000000003,0.6999999999999995,0.8999999999999994,1.0,-4.233256288953924,-0.35913505463399703,-0.026946776983194934,2.550527045508848,0.9075258827725313
The point furthest from Earth's center is in Ecuador.,0.6182051282051286,0.19621244923849088,0.10000000000000006,0.5,0.6000000000000003,0.7899999999999994,0.95,0.72051282051282,0.17498795023099697,0.5,0.5500000000000004,0.6999999999999995,0.8500000000000005,1.0,0.8670439889603676,-0.42777477576408873,0.13489428343275908,3.0646315832886595,1.2863623711531604
There are 24 letters in the Greek alphabet,0.5494871794871797,0.1844900327923709,0.20000000000000012,0.5,0.5,0.6000000000000003,1.0,0.6230769230769229,0.14592993715720046,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-1.1608523362797605,0.5603826834340989,1.129084558873745,2.891360667562201,1.0908443665568799
There are more 5 letter words than 12 letter words,0.69025641025641,0.2057142522438547,0.20000000000000012,0.5500000000000004,0.75,0.8350000000000005,0.9799999999999998,0.7871794871794864,0.15757953243310305,0.5,0.6999999999999995,0.8000000000000005,0.8999999999999994,1.0,-1.9964275152283046,-0.8198085110313783,-0.2454601439341341,2.6033701173752317,2.0746097890291915
There are more countries in Africa than Asia,0.6151282051282048,0.1856690858670167,0.010000000000000005,0.5,0.6499999999999996,0.7549999999999998,0.8999999999999994,0.7358974358974353,0.12873305608931404,0.5,0.6000000000000003,0.6999999999999995,0.8500000000000005,1.0,-2.725963608660696,-1.0589553557193694,0.1349263916996056,2.6449073195503168,0.991620016763929
There are more native Japanese speakers than native French speakers,0.5599999999999997,0.19662949395941803,0.20000000000000012,0.4800000000000003,0.5500000000000004,0.7250000000000004,1.0,0.6871794871794875,0.13988620785159087,0.5,0.6000000000000003,0.6999999999999995,0.8000000000000005,1.0,-0.3796614555715379,-0.11766925958379797,0.17917638965227198,2.9580525564780364,1.0265380347087878
There are no single word anagrams of the word 'anagram',0.5476923076923083,0.19346510005494877,0.0,0.5,0.5,0.6900000000000003,0.9899999999999998,0.6487179487179484,0.14303439938073573,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-0.6117599486651409,-0.34681040975127736,0.8802598418695231,2.8910371052874844,0.5952444749852761
There is no German word meaning 'fluffy',0.5610256410256407,0.19734814110834795,0.05000000000000003,0.5,0.5,0.6999999999999995,0.95,0.6307692307692312,0.13794324949402803,0.5,0.5,0.6000000000000003,0.75,0.8999999999999994,0.8670439889603676,-0.47279248403720187,0.6141736141026153,3.088333655323937,1.408688815012901
Transnistria is a disputed territory in Moldova,0.5379487179487181,0.11133589498212605,0.30000000000000016,0.5,0.5,0.5949999999999998,0.8999999999999994,0.5666666666666665,0.10596258856520355,0.5,0.5,0.5,0.6000000000000003,0.8999999999999994,0.6117599486651398,0.9306025159942498,1.5646457977656714,3.027453575447338,-1.0392462862701892
Uranus is bigger than Saturn,0.6330769230769233,0.2272044505465906,0.10000000000000006,0.5,0.66,0.8000000000000005,0.9899999999999998,0.7384615384615392,0.1497636464485652,0.5,0.6000000000000003,0.6999999999999995,0.8500000000000005,1.0,0.6117599486651398,-0.8026541612806317,0.23483192111212617,3.041830134231478,1.5512614022748041
Utah,0.7578787878787879,0.17008743295283416,0.10000000000000005,0.6999999999999996,0.8000000000000004,0.8500000000000004,1.0,0.8451515151515149,0.1744477216124005,0.5,0.6999999999999996,0.8500000000000004,1.0,1.0,-3.8607565632454914,-2.002312427072205,-0.6882672280257541,2.5050856898292717,3.6628692615259117
VJ Day occurred prior to VE Day,0.5771794871794876,0.18421881608492158,0.16000000000000011,0.5,0.5100000000000002,0.6700000000000006,0.95,0.6564102564102567,0.1860883658159151,0.5,0.5,0.6000000000000003,0.75,1.0,0.7357112210170919,0.04781084024444265,0.8364010187534888,3.0579906393938185,2.3364020941468016
Vermont,0.6127272727272731,0.18142272334372697,0.2000000000000001,0.5,0.6000000000000001,0.75,0.9899999999999994,0.7533333333333336,0.2127008854393104,0.5,0.5,0.6999999999999996,1.0,1.0,-0.1913857674089199,-0.06470743154575474,0.032123610218674464,2.9357219665778405,0.9985513232272655
Virginia,0.5139393939393938,0.2499367344191751,0.0,0.30000000000000004,0.5600000000000002,0.6300000000000001,0.9499999999999995,0.8409090909090908,0.1897591176393713,0.5,0.6999999999999996,0.9499999999999995,1.0,1.0,5.744562646538024,-0.21386908995932874,-0.7195608576816367,3.5026795600427474,1.1914980937828397
Washington,0.6551515151515152,0.2452565138294141,0.10000000000000005,0.5,0.75,0.8500000000000004,0.8999999999999995,0.8345454545454549,0.1746620112726811,0.5,0.6999999999999996,0.8999999999999995,1.0,1.0,-0.8985654162419018,-0.9040595373332041,-0.6004590368702741,2.8604627752647453,1.139949531617602
Wellington is located on New Zealand's North Island.,0.5648717948717951,0.1538945605357223,0.30000000000000016,0.5,0.5,0.6000000000000003,1.0,0.5769230769230768,0.12452338284231572,0.5,0.5,0.5,0.6000000000000003,1.0,-1.0078500945374314,1.279702388781814,1.8427187827810105,2.8663716855829198,-0.3874645507009084
West_Virginia,0.6127272727272729,0.1858808880586019,0.2000000000000001,0.5,0.6000000000000001,0.75,0.8999999999999995,0.6990909090909091,0.18375193258105532,0.5,0.5299999999999998,0.6000000000000001,0.8000000000000004,1.0,-0.5943092698674104,-0.4346631613733734,0.5203458266094256,2.865250121895427,1.040853279852115
"When Hydrogen nuclei fuse, total mass decreases",0.5364102564102565,0.17028593877554693,0.15000000000000008,0.5,0.5,0.625,0.8999999999999994,0.6179487179487176,0.14845129428411494,0.5,0.5,0.5,0.6999999999999995,1.0,0.6117599486651398,0.1268228349105849,0.9977841034278796,2.9997079358858647,-0.759474040618269
William Wallace lived before King Macbeth,0.5933333333333336,0.14204027103779823,0.20000000000000012,0.5,0.5500000000000004,0.6999999999999995,0.95,0.6410256410256414,0.15680686866996046,0.5,0.5,0.6000000000000003,0.8000000000000005,1.0,-0.16054535047329546,0.2647186236561942,0.6928687043509133,2.9127612749026106,0.6644570859606238
Wisconsin,0.6115151515151517,0.2080132389434806,0.10000000000000005,0.5,0.6499999999999998,0.8000000000000004,1.0,0.7333333333333334,0.19660662925411912,0.5,0.6000000000000001,0.6499999999999998,0.9600000000000006,1.0,0.06356028168669535,-0.41187554296421647,0.3014588714168766,2.994621844209188,0.7893793600545667
Wyoming,0.5930303030303034,0.20599582593594062,0.10000000000000005,0.5,0.6000000000000001,0.6999999999999996,0.8999999999999995,0.7530303030303035,0.2053729054744815,0.5,0.6000000000000001,0.6999999999999996,1.0,1.0,-1.2600976127889867,-0.5681257159610702,0.11513080760865305,2.8043264907920116,1.8072579894881446
malignant-Melanoma-0085.jpg,0.9639999999999997,0.06377042156569666,0.8000000000000003,0.8999999999999997,1.0,1.0,1.0,0.9720000000000002,0.04582575694955838,0.8999999999999997,0.8999999999999997,1.0,1.0,1.0,0.0,-1.6228921417815108,-1.0436507793895267,2.2843722599870797,2.2371427220432683
malignant-SSM-5.jpg,0.746153846153846,0.1761409691855959,0.5,0.5999999999999999,0.8,0.8,1.0,0.8461538461538466,0.12659242088545833,0.5999999999999999,0.8,0.9000000000000002,0.9000000000000002,1.0,-0.9462118179391511,-0.19514285801975537,-0.48085601686854323,2.6092662590725335,0.7057244969295658
